<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume>
2023/07/01,12:53:00,30398.07000000,30398.07000000,30395.28000000,30395.28000000,12.64733000
2023/07/01,12:54:00,30395.29000000,30397.96000000,30395.28000000,30397.95000000,7.89274000
2023/07/01,12:55:00,30397.96000000,30397.96000000,30382.37000000,30395.89000000,15.18522000
2023/07/01,12:56:00,30395.89000000,30397.10000000,30395.88000000,30395.90000000,2.56879000
2023/07/01,12:57:00,30395.89000000,30395.90000000,30394.52000000,30394.52000000,2.62425000
2023/07/01,12:58:00,30394.53000000,30394.53000000,30382.01000000,30387.40000000,15.88773000
2023/07/01,12:59:00,30387.39000000,30389.17000000,30387.39000000,30389.15000000,1.62695000
2023/07/01,13:00:00,30389.16000000,30391.73000000,30389.15000000,30391.73000000,4.49295000
2023/07/01,13:01:00,30391.73000000,30396.00000000,30391.72000000,30396.00000000,4.36644000
2023/07/01,13:02:00,30395.99000000,30396.00000000,30395.99000000,30396.00000000,5.27576000
2023/07/01,13:03:00,30396.00000000,30400.43000000,30395.99000000,30400.42000000,9.80422000
2023/07/01,13:04:00,30400.43000000,30403.55000000,30400.42000000,30403.54000000,12.15084000
2023/07/01,13:05:00,30403.54000000,30403.77000000,30403.54000000,30403.77000000,5.05431000
2023/07/01,13:06:00,30403.76000000,30405.00000000,30403.76000000,30405.00000000,7.14966000
2023/07/01,13:07:00,30405.00000000,30405.00000000,30402.06000000,30402.07000000,17.23460000
2023/07/01,13:08:00,30402.07000000,30402.21000000,30402.06000000,30402.20000000,3.96018000
2023/07/01,13:09:00,30402.21000000,30402.40000000,30398.01000000,30400.00000000,15.76157000
2023/07/01,13:10:00,30400.00000000,30400.01000000,30398.43000000,30398.43000000,4.84372000
2023/07/01,13:11:00,30398.43000000,30401.60000000,30398.43000000,30401.60000000,13.15026000
2023/07/01,13:12:00,30401.60000000,30404.42000000,30401.59000000,30404.42000000,4.69748000
2023/07/01,13:13:00,30404.42000000,30404.42000000,30404.41000000,30404.42000000,2.15140000
2023/07/01,13:14:00,30404.42000000,30405.00000000,30404.41000000,30404.99000000,40.73720000
2023/07/01,13:15:00,30404.99000000,30405.00000000,30404.99000000,30404.99000000,10.42252000
2023/07/01,13:16:00,30404.99000000,30405.00000000,30404.99000000,30405.00000000,17.33923000
2023/07/01,13:17:00,30405.00000000,30422.42000000,30404.99000000,30420.69000000,31.79025000
2023/07/01,13:18:00,30420.68000000,30430.00000000,30420.68000000,30429.99000000,11.18085000
2023/07/01,13:19:00,30429.99000000,30430.00000000,30426.00000000,30426.00000000,10.93140000
2023/07/01,13:20:00,30426.01000000,30426.01000000,30422.00000000,30424.62000000,3.66913000
2023/07/01,13:21:00,30424.61000000,30424.62000000,30408.03000000,30408.03000000,20.55205000
2023/07/01,13:22:00,30408.04000000,30410.24000000,30407.40000000,30408.02000000,5.59835000
2023/07/01,13:23:00,30408.03000000,30411.58000000,30408.02000000,30411.57000000,4.41448000
2023/07/01,13:24:00,30411.57000000,30411.58000000,30404.99000000,30407.99000000,7.91329000
2023/07/01,13:25:00,30407.99000000,30409.87000000,30407.98000000,30409.87000000,8.78528000
2023/07/01,13:26:00,30409.87000000,30409.87000000,30408.00000000,30408.01000000,11.15943000
2023/07/01,13:27:00,30408.00000000,30408.97000000,30406.50000000,30406.50000000,7.54033000
2023/07/01,13:28:00,30406.50000000,30406.51000000,30406.50000000,30406.51000000,2.73554000
2023/07/01,13:29:00,30406.50000000,30406.51000000,30400.00000000,30400.01000000,9.66651000
2023/07/01,13:30:00,30400.01000000,30406.15000000,30397.46000000,30405.99000000,11.21801000
2023/07/01,13:31:00,30405.99000000,30412.18000000,30405.99000000,30412.17000000,16.47109000
2023/07/01,13:32:00,30412.17000000,30412.18000000,30406.10000000,30406.10000000,4.10344000
2023/07/01,13:33:00,30406.11000000,30406.11000000,30404.00000000,30404.00000000,5.95594000
2023/07/01,13:34:00,30404.00000000,30408.75000000,30404.00000000,30408.75000000,6.18947000
2023/07/01,13:35:00,30408.74000000,30408.96000000,30408.74000000,30408.96000000,4.18937000
2023/07/01,13:36:00,30408.96000000,30409.94000000,30408.95000000,30409.94000000,7.55493000
2023/07/01,13:37:00,30409.93000000,30410.59000000,30409.93000000,30410.58000000,2.34402000
2023/07/01,13:38:00,30410.58000000,30414.00000000,30410.58000000,30414.00000000,13.15600000
2023/07/01,13:39:00,30413.99000000,30414.00000000,30413.99000000,30413.99000000,1.32260000
2023/07/01,13:40:00,30413.99000000,30415.23000000,30413.99000000,30415.23000000,17.07885000
2023/07/01,13:41:00,30415.22000000,30415.23000000,30415.22000000,30415.22000000,2.94373000
2023/07/01,13:42:00,30415.23000000,30415.23000000,30415.22000000,30415.23000000,4.14757000
2023/07/01,13:43:00,30415.22000000,30415.23000000,30415.22000000,30415.22000000,4.41545000
2023/07/01,13:44:00,30415.23000000,30415.23000000,30409.80000000,30409.81000000,11.98088000
2023/07/01,13:45:00,30409.81000000,30410.24000000,30409.80000000,30410.03000000,16.68734000
2023/07/01,13:46:00,30410.03000000,30411.99000000,30410.03000000,30411.99000000,7.37061000
2023/07/01,13:47:00,30411.98000000,30415.49000000,30411.98000000,30414.32000000,5.77943000
2023/07/01,13:48:00,30414.33000000,30415.57000000,30414.32000000,30415.56000000,12.72327000
2023/07/01,13:49:00,30415.56000000,30415.57000000,30409.14000000,30409.14000000,12.27755000
2023/07/01,13:50:00,30409.14000000,30409.15000000,30406.00000000,30406.00000000,7.21035000
2023/07/01,13:51:00,30406.01000000,30409.99000000,30406.00000000,30409.97000000,2.97647000
2023/07/01,13:52:00,30409.97000000,30416.22000000,30409.96000000,30416.22000000,16.84385000
2023/07/01,13:53:00,30416.21000000,30416.22000000,30416.21000000,30416.21000000,2.86814000
2023/07/01,13:54:00,30416.22000000,30416.63000000,30416.21000000,30416.62000000,7.68684000
2023/07/01,13:55:00,30416.62000000,30422.98000000,30416.62000000,30422.98000000,6.10487000
2023/07/01,13:56:00,30422.97000000,30424.00000000,30422.97000000,30424.00000000,2.54588000
2023/07/01,13:57:00,30423.99000000,30426.00000000,30423.99000000,30425.99000000,7.91878000
2023/07/01,13:58:00,30426.00000000,30429.36000000,30425.99000000,30429.36000000,7.88753000
2023/07/01,13:59:00,30429.36000000,30429.36000000,30429.35000000,30429.36000000,7.68055000
2023/07/01,14:00:00,30429.36000000,30430.50000000,30426.38000000,30430.50000000,25.54816000
2023/07/01,14:01:00,30430.49000000,30432.00000000,30430.49000000,30431.99000000,14.32621000
2023/07/01,14:02:00,30431.99000000,30436.00000000,30431.99000000,30436.00000000,7.98736000
2023/07/01,14:03:00,30435.99000000,30437.48000000,30435.99000000,30437.47000000,5.26929000
2023/07/01,14:04:00,30437.47000000,30443.83000000,30437.47000000,30443.83000000,25.15916000
2023/07/01,14:05:00,30443.82000000,30443.83000000,30440.38000000,30440.38000000,31.97931000
2023/07/01,14:06:00,30440.39000000,30440.39000000,30431.40000000,30431.59000000,33.31544000
2023/07/01,14:07:00,30431.60000000,30434.79000000,30431.59000000,30434.79000000,5.49158000
2023/07/01,14:08:00,30434.78000000,30436.80000000,30434.78000000,30436.79000000,8.66721000
2023/07/01,14:09:00,30436.79000000,30436.80000000,30436.79000000,30436.79000000,4.16400000
2023/07/01,14:10:00,30436.79000000,30438.53000000,30436.78000000,30438.53000000,12.03041000
2023/07/01,14:11:00,30438.52000000,30438.53000000,30438.52000000,30438.53000000,2.09001000
2023/07/01,14:12:00,30438.52000000,30438.53000000,30438.52000000,30438.53000000,3.42467000
2023/07/01,14:13:00,30438.52000000,30438.53000000,30438.52000000,30438.52000000,2.60366000
2023/07/01,14:14:00,30438.52000000,30440.42000000,30438.52000000,30438.52000000,15.65986000
2023/07/01,14:15:00,30438.53000000,30438.53000000,30438.52000000,30438.53000000,3.65723000
2023/07/01,14:16:00,30438.53000000,30438.53000000,30430.22000000,30430.23000000,39.07249000
2023/07/01,14:17:00,30430.22000000,30430.23000000,30421.19000000,30422.30000000,11.32139000
2023/07/01,14:18:00,30422.30000000,30422.50000000,30422.30000000,30422.49000000,6.79448000
2023/07/01,14:19:00,30422.50000000,30423.54000000,30422.49000000,30423.53000000,1.88320000
2023/07/01,14:20:00,30423.53000000,30426.51000000,30422.41000000,30422.41000000,24.96736000
2023/07/01,14:21:00,30422.41000000,30426.49000000,30422.05000000,30426.48000000,33.63126000
2023/07/01,14:22:00,30426.48000000,30426.50000000,30426.48000000,30426.50000000,6.82070000
2023/07/01,14:23:00,30426.49000000,30426.55000000,30419.75000000,30419.75000000,10.81594000
2023/07/01,14:24:00,30419.76000000,30419.76000000,30419.75000000,30419.75000000,1.56046000
2023/07/01,14:25:00,30419.75000000,30419.76000000,30419.75000000,30419.76000000,1.41706000
2023/07/01,14:26:00,30419.75000000,30419.76000000,30419.75000000,30419.76000000,3.46769000
2023/07/01,14:27:00,30419.75000000,30419.91000000,30419.75000000,30419.90000000,11.44780000
2023/07/01,14:28:00,30419.91000000,30426.54000000,30419.90000000,30426.54000000,11.18303000
2023/07/01,14:29:00,30426.54000000,30428.00000000,30426.53000000,30428.00000000,6.14943000
2023/07/01,14:30:00,30428.00000000,30428.00000000,30419.76000000,30419.76000000,30.01824000
2023/07/01,14:31:00,30419.77000000,30419.77000000,30410.00000000,30410.01000000,4.82880000
2023/07/01,14:32:00,30410.01000000,30410.01000000,30410.00000000,30410.01000000,5.18668000
2023/07/01,14:33:00,30410.01000000,30410.01000000,30409.89000000,30409.90000000,18.13621000
2023/07/01,14:34:00,30409.90000000,30409.90000000,30402.08000000,30404.17000000,16.18659000
2023/07/01,14:35:00,30404.16000000,30414.01000000,30404.16000000,30413.68000000,25.99284000
2023/07/01,14:36:00,30413.68000000,30413.68000000,30409.11000000,30409.11000000,6.77613000
2023/07/01,14:37:00,30409.11000000,30409.12000000,30409.11000000,30409.11000000,3.73663000
2023/07/01,14:38:00,30409.11000000,30409.12000000,30407.59000000,30407.60000000,4.69015000
2023/07/01,14:39:00,30407.60000000,30419.55000000,30407.59000000,30419.54000000,7.30345000
2023/07/01,14:40:00,30419.54000000,30419.55000000,30419.54000000,30419.55000000,3.10784000
2023/07/01,14:41:00,30419.54000000,30419.55000000,30419.54000000,30419.54000000,2.67909000
2023/07/01,14:42:00,30419.54000000,30419.55000000,30410.79000000,30410.80000000,5.14928000
2023/07/01,14:43:00,30410.80000000,30410.80000000,30410.78000000,30410.79000000,7.59940000
2023/07/01,14:44:00,30410.79000000,30417.62000000,30410.78000000,30417.61000000,7.20304000
2023/07/01,14:45:00,30417.61000000,30417.62000000,30412.01000000,30412.02000000,6.86234000
2023/07/01,14:46:00,30412.02000000,30420.89000000,30412.01000000,30420.89000000,7.07486000
2023/07/01,14:47:00,30420.88000000,30423.09000000,30420.88000000,30423.08000000,3.20508000
2023/07/01,14:48:00,30423.08000000,30425.43000000,30423.08000000,30423.09000000,6.47070000
2023/07/01,14:49:00,30423.08000000,30423.09000000,30421.84000000,30421.84000000,14.87997000
2023/07/01,14:50:00,30421.84000000,30425.42000000,30421.84000000,30424.01000000,5.16020000
2023/07/01,14:51:00,30424.02000000,30428.05000000,30424.01000000,30428.05000000,12.28939000
2023/07/01,14:52:00,30428.05000000,30468.24000000,30428.04000000,30466.46000000,76.77773000
2023/07/01,14:53:00,30466.47000000,30466.47000000,30458.34000000,30464.19000000,12.68867000
2023/07/01,14:54:00,30464.18000000,30472.69000000,30441.10000000,30441.10000000,68.15350000
2023/07/01,14:55:00,30441.11000000,30448.00000000,30436.83000000,30447.99000000,13.46717000
2023/07/01,14:56:00,30447.99000000,30449.27000000,30447.99000000,30449.27000000,5.06480000
2023/07/01,14:57:00,30449.27000000,30449.27000000,30449.26000000,30449.26000000,3.54557000
2023/07/01,14:58:00,30449.26000000,30456.54000000,30449.07000000,30453.39000000,15.83298000
2023/07/01,14:59:00,30453.39000000,30453.40000000,30450.00000000,30450.26000000,21.52080000
2023/07/01,15:00:00,30450.27000000,30451.61000000,30450.26000000,30451.61000000,5.30563000
2023/07/01,15:01:00,30451.60000000,30451.61000000,30451.60000000,30451.60000000,4.39630000
2023/07/01,15:02:00,30451.61000000,30451.61000000,30443.38000000,30443.39000000,19.39202000
2023/07/01,15:03:00,30443.39000000,30452.40000000,30443.38000000,30451.60000000,11.72860000
2023/07/01,15:04:00,30451.61000000,30454.68000000,30449.57000000,30450.01000000,21.43085000
2023/07/01,15:05:00,30450.00000000,30450.01000000,30450.00000000,30450.00000000,4.79460000
2023/07/01,15:06:00,30450.01000000,30453.28000000,30450.00000000,30453.27000000,10.88284000
2023/07/01,15:07:00,30453.28000000,30453.28000000,30453.27000000,30453.27000000,2.35706000
2023/07/01,15:08:00,30453.27000000,30453.28000000,30453.27000000,30453.27000000,2.89428000
2023/07/01,15:09:00,30453.27000000,30453.28000000,30437.30000000,30437.31000000,22.41739000
2023/07/01,15:10:00,30437.31000000,30437.32000000,30428.00000000,30428.01000000,6.15888000
2023/07/01,15:11:00,30428.01000000,30428.01000000,30421.25000000,30421.25000000,4.73644000
2023/07/01,15:12:00,30421.25000000,30431.04000000,30420.00000000,30431.04000000,12.06039000
2023/07/01,15:13:00,30431.03000000,30431.04000000,30422.00000000,30423.33000000,16.00489000
2023/07/01,15:14:00,30423.32000000,30424.00000000,30423.32000000,30423.99000000,9.63959000
2023/07/01,15:15:00,30423.99000000,30424.00000000,30416.96000000,30420.95000000,24.74204000
2023/07/01,15:16:00,30420.95000000,30426.62000000,30418.00000000,30418.01000000,21.77203000
2023/07/01,15:17:00,30418.01000000,30418.01000000,30418.00000000,30418.01000000,1.85621000
2023/07/01,15:18:00,30418.01000000,30421.05000000,30412.25000000,30417.21000000,23.79315000
2023/07/01,15:19:00,30417.21000000,30417.21000000,30417.20000000,30417.21000000,1.77433000
2023/07/01,15:20:00,30417.20000000,30417.21000000,30417.20000000,30417.21000000,3.02491000
2023/07/01,15:21:00,30417.20000000,30423.71000000,30412.00000000,30423.71000000,20.50072000
2023/07/01,15:22:00,30423.70000000,30431.04000000,30423.70000000,30431.03000000,13.32045000
2023/07/01,15:23:00,30431.03000000,30431.04000000,30424.01000000,30424.02000000,8.07764000
2023/07/01,15:24:00,30424.01000000,30424.02000000,30412.13000000,30414.65000000,10.44243000
2023/07/01,15:25:00,30414.64000000,30414.65000000,30408.04000000,30408.04000000,8.94908000
2023/07/01,15:26:00,30408.05000000,30410.00000000,30408.04000000,30409.99000000,6.04037000
2023/07/01,15:27:00,30409.99000000,30416.00000000,30409.99000000,30416.00000000,4.54028000
2023/07/01,15:28:00,30416.00000000,30416.00000000,30415.99000000,30415.99000000,1.91850000
2023/07/01,15:29:00,30415.99000000,30433.15000000,30415.99000000,30427.99000000,23.37506000
2023/07/01,15:30:00,30427.99000000,30431.03000000,30424.68000000,30431.03000000,12.61354000
2023/07/01,15:31:00,30431.03000000,30435.60000000,30431.02000000,30435.60000000,8.16685000
2023/07/01,15:32:00,30435.59000000,30439.99000000,30435.59000000,30439.98000000,11.71635000
2023/07/01,15:33:00,30439.99000000,30448.32000000,30439.98000000,30448.31000000,11.03087000
2023/07/01,15:34:00,30448.32000000,30448.32000000,30446.61000000,30446.61000000,12.45160000
2023/07/01,15:35:00,30446.62000000,30449.27000000,30446.61000000,30449.27000000,8.58510000
2023/07/01,15:36:00,30449.26000000,30449.27000000,30449.00000000,30449.00000000,15.15160000
2023/07/01,15:37:00,30449.00000000,30449.01000000,30446.00000000,30446.00000000,10.26705000
2023/07/01,15:38:00,30446.00000000,30447.28000000,30433.40000000,30447.27000000,40.68671000
2023/07/01,15:39:00,30447.28000000,30447.28000000,30438.02000000,30438.03000000,17.00968000
2023/07/01,15:40:00,30438.03000000,30438.20000000,30438.02000000,30438.03000000,15.00304000
2023/07/01,15:41:00,30438.02000000,30438.03000000,30428.00000000,30428.01000000,7.65071000
2023/07/01,15:42:00,30428.00000000,30430.00000000,30426.00000000,30429.99000000,9.11401000
2023/07/01,15:43:00,30430.00000000,30434.76000000,30429.99000000,30434.75000000,5.33379000
2023/07/01,15:44:00,30434.75000000,30434.78000000,30434.75000000,30434.77000000,5.19754000
2023/07/01,15:45:00,30434.77000000,30435.67000000,30434.77000000,30435.66000000,3.46546000
2023/07/01,15:46:00,30435.66000000,30435.66000000,30428.57000000,30428.57000000,9.04582000
2023/07/01,15:47:00,30428.58000000,30428.58000000,30428.57000000,30428.58000000,3.63645000
2023/07/01,15:48:00,30428.57000000,30433.39000000,30428.57000000,30433.39000000,6.66472000
2023/07/01,15:49:00,30433.38000000,30446.63000000,30433.38000000,30446.31000000,19.75961000
2023/07/01,15:50:00,30446.32000000,30446.32000000,30437.30000000,30437.30000000,5.29849000
2023/07/01,15:51:00,30437.31000000,30443.87000000,30437.30000000,30441.22000000,9.16152000
2023/07/01,15:52:00,30441.22000000,30441.23000000,30440.87000000,30441.03000000,8.41804000
2023/07/01,15:53:00,30441.03000000,30447.00000000,30441.02000000,30446.99000000,5.55404000
2023/07/01,15:54:00,30447.00000000,30447.00000000,30446.99000000,30447.00000000,4.48864000
2023/07/01,15:55:00,30446.99000000,30452.37000000,30446.99000000,30452.28000000,6.89010000
2023/07/01,15:56:00,30452.29000000,30460.00000000,30450.00000000,30456.32000000,20.73492000
2023/07/01,15:57:00,30456.32000000,30456.32000000,30456.09000000,30456.09000000,7.77373000
2023/07/01,15:58:00,30456.09000000,30456.10000000,30456.09000000,30456.09000000,2.86885000
2023/07/01,15:59:00,30456.09000000,30459.88000000,30456.09000000,30459.88000000,10.88730000
2023/07/01,16:00:00,30459.87000000,30462.19000000,30459.87000000,30462.18000000,5.62771000
2023/07/01,16:01:00,30462.18000000,30462.19000000,30456.07000000,30456.08000000,16.19103000
2023/07/01,16:02:00,30456.08000000,30459.41000000,30455.86000000,30459.41000000,6.35490000
2023/07/01,16:03:00,30459.40000000,30464.00000000,30459.40000000,30463.99000000,6.11499000
2023/07/01,16:04:00,30463.99000000,30466.23000000,30463.99000000,30466.22000000,6.95562000
2023/07/01,16:05:00,30466.23000000,30472.05000000,30466.22000000,30472.05000000,23.25855000
2023/07/01,16:06:00,30472.05000000,30472.22000000,30472.04000000,30472.22000000,12.64035000
2023/07/01,16:07:00,30472.22000000,30472.22000000,30468.09000000,30468.09000000,20.95173000
2023/07/01,16:08:00,30468.10000000,30468.10000000,30462.00000000,30462.00000000,7.06385000
2023/07/01,16:09:00,30462.01000000,30462.01000000,30461.17000000,30461.17000000,6.00426000
2023/07/01,16:10:00,30461.17000000,30461.18000000,30460.33000000,30460.34000000,13.20644000
2023/07/01,16:11:00,30460.34000000,30460.34000000,30434.50000000,30449.20000000,53.55391000
2023/07/01,16:12:00,30449.20000000,30453.80000000,30449.19000000,30453.79000000,3.66363000
2023/07/01,16:13:00,30453.80000000,30453.80000000,30453.40000000,30453.40000000,8.79980000
2023/07/01,16:14:00,30453.41000000,30453.41000000,30447.35000000,30449.68000000,16.95279000
2023/07/01,16:15:00,30449.68000000,30452.00000000,30449.67000000,30451.99000000,3.82258000
2023/07/01,16:16:00,30452.00000000,30452.00000000,30447.35000000,30447.35000000,9.93932000
2023/07/01,16:17:00,30447.36000000,30447.36000000,30444.31000000,30444.32000000,4.67263000
2023/07/01,16:18:00,30444.31000000,30444.32000000,30444.31000000,30444.31000000,3.89291000
2023/07/01,16:19:00,30444.31000000,30444.32000000,30437.56000000,30437.56000000,3.36663000
2023/07/01,16:20:00,30437.57000000,30443.41000000,30437.56000000,30443.41000000,6.35720000
2023/07/01,16:21:00,30443.40000000,30443.41000000,30441.41000000,30441.41000000,9.58519000
2023/07/01,16:22:00,30441.42000000,30442.86000000,30441.41000000,30442.85000000,6.50833000
2023/07/01,16:23:00,30442.86000000,30448.56000000,30442.85000000,30448.56000000,7.65121000
2023/07/01,16:24:00,30448.56000000,30448.56000000,30448.55000000,30448.56000000,1.63071000
2023/07/01,16:25:00,30448.55000000,30448.56000000,30448.55000000,30448.55000000,2.01782000
2023/07/01,16:26:00,30448.55000000,30448.56000000,30439.46000000,30442.51000000,17.02824000
2023/07/01,16:27:00,30442.50000000,30442.53000000,30434.46000000,30434.47000000,7.16914000
2023/07/01,16:28:00,30434.46000000,30434.47000000,30431.42000000,30431.42000000,5.41385000
2023/07/01,16:29:00,30431.42000000,30431.43000000,30431.41000000,30431.42000000,6.11555000
2023/07/01,16:30:00,30431.42000000,30431.42000000,30431.41000000,30431.42000000,4.44537000
2023/07/01,16:31:00,30431.42000000,30431.42000000,30424.99000000,30425.00000000,5.47067000
2023/07/01,16:32:00,30424.99000000,30425.00000000,30420.77000000,30420.77000000,4.25314000
2023/07/01,16:33:00,30420.77000000,30427.01000000,30420.77000000,30427.00000000,7.99426000
2023/07/01,16:34:00,30427.00000000,30430.73000000,30427.00000000,30430.73000000,5.57246000
2023/07/01,16:35:00,30430.72000000,30435.68000000,30430.72000000,30435.68000000,4.46457000
2023/07/01,16:36:00,30435.67000000,30435.68000000,30434.30000000,30434.30000000,19.76000000
2023/07/01,16:37:00,30434.31000000,30438.12000000,30434.30000000,30438.12000000,21.63136000
2023/07/01,16:38:00,30438.12000000,30446.25000000,30438.11000000,30443.85000000,17.21829000
2023/07/01,16:39:00,30443.86000000,30449.40000000,30442.14000000,30446.01000000,22.54926000
2023/07/01,16:40:00,30446.01000000,30454.08000000,30444.66000000,30454.07000000,10.51710000
2023/07/01,16:41:00,30454.07000000,30454.08000000,30454.07000000,30454.07000000,4.05301000
2023/07/01,16:42:00,30454.07000000,30454.08000000,30450.00000000,30452.03000000,8.70192000
2023/07/01,16:43:00,30452.04000000,30452.04000000,30452.02000000,30452.02000000,5.07796000
2023/07/01,16:44:00,30452.02000000,30452.03000000,30452.02000000,30452.02000000,3.33053000
2023/07/01,16:45:00,30452.02000000,30455.76000000,30452.02000000,30455.76000000,20.50537000
2023/07/01,16:46:00,30455.76000000,30455.76000000,30455.75000000,30455.75000000,3.08974000
2023/07/01,16:47:00,30455.75000000,30463.70000000,30455.75000000,30463.69000000,19.81783000
2023/07/01,16:48:00,30463.70000000,30463.70000000,30446.15000000,30446.22000000,17.32947000
2023/07/01,16:49:00,30446.22000000,30446.22000000,30444.66000000,30444.66000000,8.35633000
2023/07/01,16:50:00,30444.66000000,30447.83000000,30444.66000000,30447.83000000,3.72555000
2023/07/01,16:51:00,30447.83000000,30447.97000000,30442.51000000,30447.75000000,7.67533000
2023/07/01,16:52:00,30447.75000000,30454.43000000,30447.74000000,30454.00000000,3.68833000
2023/07/01,16:53:00,30453.99000000,30454.00000000,30446.00000000,30446.01000000,2.71015000
2023/07/01,16:54:00,30446.01000000,30446.01000000,30446.00000000,30446.01000000,4.04493000
2023/07/01,16:55:00,30446.00000000,30461.08000000,30446.00000000,30450.02000000,22.10682000
2023/07/01,16:56:00,30450.02000000,30450.02000000,30422.44000000,30437.81000000,19.03382000
2023/07/01,16:57:00,30437.82000000,30448.00000000,30437.81000000,30440.00000000,12.66152000
2023/07/01,16:58:00,30440.00000000,30440.01000000,30439.80000000,30439.81000000,2.80198000
2023/07/01,16:59:00,30439.81000000,30445.51000000,30439.80000000,30441.70000000,39.94033000
2023/07/01,17:00:00,30441.71000000,30441.71000000,30440.48000000,30440.48000000,4.21093000
2023/07/01,17:01:00,30440.48000000,30440.49000000,30434.21000000,30438.24000000,7.70470000
2023/07/01,17:02:00,30438.24000000,30448.00000000,30438.24000000,30448.00000000,10.06279000
2023/07/01,17:03:00,30448.00000000,30448.25000000,30447.99000000,30448.25000000,4.24212000
2023/07/01,17:04:00,30448.25000000,30448.80000000,30445.33000000,30445.34000000,17.62217000
2023/07/01,17:05:00,30445.33000000,30448.23000000,30445.33000000,30446.01000000,7.49436000
2023/07/01,17:06:00,30446.01000000,30452.82000000,30446.00000000,30451.69000000,15.25099000
2023/07/01,17:07:00,30451.69000000,30454.64000000,30451.65000000,30454.64000000,19.17933000
2023/07/01,17:08:00,30454.64000000,30454.64000000,30454.63000000,30454.64000000,6.01270000
2023/07/01,17:09:00,30454.63000000,30454.64000000,30454.63000000,30454.64000000,4.76449000
2023/07/01,17:10:00,30454.64000000,30454.64000000,30450.00000000,30450.01000000,17.58365000
2023/07/01,17:11:00,30450.01000000,30450.01000000,30450.00000000,30450.00000000,89.92915000
2023/07/01,17:12:00,30450.00000000,30450.01000000,30434.21000000,30434.22000000,23.16498000
2023/07/01,17:13:00,30434.23000000,30439.81000000,30434.22000000,30439.80000000,5.92122000
2023/07/01,17:14:00,30439.80000000,30439.81000000,30439.80000000,30439.80000000,5.37208000
2023/07/01,17:15:00,30439.81000000,30439.81000000,30439.80000000,30439.81000000,7.11475000
2023/07/01,17:16:00,30439.81000000,30444.87000000,30439.80000000,30444.86000000,9.47364000
2023/07/01,17:17:00,30444.86000000,30444.87000000,30440.00000000,30440.75000000,15.32881000
2023/07/01,17:18:00,30440.75000000,30440.76000000,30440.75000000,30440.76000000,5.04456000
2023/07/01,17:19:00,30440.75000000,30443.11000000,30440.75000000,30443.11000000,3.71879000
2023/07/01,17:20:00,30443.11000000,30450.00000000,30443.10000000,30450.00000000,25.26656000
2023/07/01,17:21:00,30449.99000000,30453.07000000,30448.00000000,30453.07000000,6.90064000
2023/07/01,17:22:00,30453.06000000,30453.07000000,30450.04000000,30450.05000000,4.40046000
2023/07/01,17:23:00,30450.04000000,30452.00000000,30450.04000000,30452.00000000,8.85020000
2023/07/01,17:24:00,30451.99000000,30452.00000000,30451.99000000,30451.99000000,4.05504000
2023/07/01,17:25:00,30451.99000000,30453.25000000,30451.99000000,30453.24000000,2.73456000
2023/07/01,17:26:00,30453.24000000,30453.25000000,30453.24000000,30453.24000000,5.68860000
2023/07/01,17:27:00,30453.24000000,30461.67000000,30453.24000000,30461.66000000,6.50008000
2023/07/01,17:28:00,30461.67000000,30463.04000000,30459.99000000,30463.03000000,11.93352000
2023/07/01,17:29:00,30463.04000000,30463.04000000,30463.03000000,30463.03000000,1.42119000
2023/07/01,17:30:00,30463.04000000,30463.04000000,30463.03000000,30463.03000000,1.95288000
2023/07/01,17:31:00,30463.04000000,30463.04000000,30463.00000000,30463.01000000,8.78006000
2023/07/01,17:32:00,30463.00000000,30465.87000000,30463.00000000,30465.03000000,6.40884000
2023/07/01,17:33:00,30465.03000000,30465.03000000,30465.02000000,30465.03000000,10.53202000
2023/07/01,17:34:00,30465.02000000,30465.03000000,30465.02000000,30465.02000000,4.14667000
2023/07/01,17:35:00,30465.02000000,30465.03000000,30465.02000000,30465.03000000,1.69515000
2023/07/01,17:36:00,30465.03000000,30465.03000000,30460.00000000,30460.00000000,4.38197000
2023/07/01,17:37:00,30460.01000000,30461.99000000,30460.00000000,30461.99000000,6.43600000
2023/07/01,17:38:00,30461.98000000,30461.99000000,30460.71000000,30460.72000000,4.50854000
2023/07/01,17:39:00,30460.71000000,30460.72000000,30460.71000000,30460.71000000,2.50115000
2023/07/01,17:40:00,30460.72000000,30460.72000000,30455.36000000,30455.37000000,3.97781000
2023/07/01,17:41:00,30455.37000000,30455.37000000,30455.36000000,30455.37000000,2.99263000
2023/07/01,17:42:00,30455.36000000,30463.53000000,30455.36000000,30463.52000000,7.62189000
2023/07/01,17:43:00,30463.52000000,30463.53000000,30462.06000000,30462.07000000,6.50663000
2023/07/01,17:44:00,30462.07000000,30462.07000000,30455.99000000,30455.99000000,12.12253000
2023/07/01,17:45:00,30455.99000000,30456.00000000,30448.00000000,30448.01000000,11.36703000
2023/07/01,17:46:00,30448.01000000,30448.01000000,30443.19000000,30443.20000000,7.89803000
2023/07/01,17:47:00,30443.19000000,30443.22000000,30443.19000000,30443.21000000,4.34348000
2023/07/01,17:48:00,30443.22000000,30443.22000000,30443.21000000,30443.22000000,3.19693000
2023/07/01,17:49:00,30443.21000000,30443.22000000,30443.21000000,30443.22000000,1.97373000
