<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume>
2023/07/01,17:50:00,30443.21000000,30443.22000000,30443.21000000,30443.22000000,6.29191000
2023/07/01,17:51:00,30443.22000000,30443.22000000,30443.21000000,30443.22000000,2.27280000
2023/07/01,17:52:00,30443.21000000,30443.22000000,30443.21000000,30443.22000000,5.90108000
2023/07/01,17:53:00,30443.21000000,30445.81000000,30443.21000000,30445.80000000,10.22910000
2023/07/01,17:54:00,30445.81000000,30445.81000000,30443.22000000,30443.22000000,6.05196000
2023/07/01,17:55:00,30443.23000000,30443.23000000,30443.22000000,30443.23000000,3.68082000
2023/07/01,17:56:00,30443.22000000,30443.23000000,30443.22000000,30443.22000000,2.60505000
2023/07/01,17:57:00,30443.23000000,30443.23000000,30443.22000000,30443.23000000,3.78085000
2023/07/01,17:58:00,30443.22000000,30443.23000000,30442.55000000,30442.56000000,14.64990000
2023/07/01,17:59:00,30442.56000000,30442.56000000,30441.22000000,30441.23000000,6.70493000
2023/07/01,18:00:00,30441.23000000,30446.24000000,30441.22000000,30446.24000000,7.92009000
2023/07/01,18:01:00,30446.23000000,30446.24000000,30446.23000000,30446.24000000,1.87962000
2023/07/01,18:02:00,30446.23000000,30446.24000000,30446.23000000,30446.23000000,5.08026000
2023/07/01,18:03:00,30446.23000000,30446.24000000,30446.23000000,30446.23000000,1.65872000
2023/07/01,18:04:00,30446.24000000,30446.24000000,30446.23000000,30446.24000000,19.89230000
2023/07/01,18:05:00,30446.23000000,30446.25000000,30446.23000000,30446.25000000,8.85058000
2023/07/01,18:06:00,30446.24000000,30447.18000000,30446.24000000,30447.18000000,11.83783000
2023/07/01,18:07:00,30447.18000000,30453.41000000,30447.17000000,30453.41000000,6.54772000
2023/07/01,18:08:00,30453.41000000,30453.51000000,30453.40000000,30453.50000000,2.80058000
2023/07/01,18:09:00,30453.50000000,30453.51000000,30450.52000000,30451.74000000,7.62538000
2023/07/01,18:10:00,30451.75000000,30459.50000000,30451.75000000,30459.11000000,6.70620000
2023/07/01,18:11:00,30459.11000000,30459.11000000,30450.71000000,30450.72000000,5.15822000
2023/07/01,18:12:00,30450.71000000,30450.72000000,30450.65000000,30450.66000000,6.17377000
2023/07/01,18:13:00,30450.65000000,30450.67000000,30450.65000000,30450.67000000,2.75913000
2023/07/01,18:14:00,30450.66000000,30452.00000000,30450.66000000,30452.00000000,3.48096000
2023/07/01,18:15:00,30451.99000000,30452.00000000,30448.00000000,30448.01000000,6.31101000
2023/07/01,18:16:00,30448.00000000,30448.01000000,30440.71000000,30440.73000000,14.00114000
2023/07/01,18:17:00,30440.73000000,30440.73000000,30440.48000000,30440.49000000,3.55797000
2023/07/01,18:18:00,30440.49000000,30440.49000000,30435.46000000,30435.47000000,4.16256000
2023/07/01,18:19:00,30435.47000000,30435.47000000,30429.84000000,30431.43000000,18.50215000
2023/07/01,18:20:00,30431.44000000,30442.00000000,30431.43000000,30442.00000000,7.56231000
2023/07/01,18:21:00,30442.00000000,30455.87000000,30441.99000000,30453.11000000,13.01445000
2023/07/01,18:22:00,30453.11000000,30458.58000000,30453.10000000,30458.57000000,8.43901000
2023/07/01,18:23:00,30458.58000000,30463.32000000,30457.84000000,30463.29000000,14.58924000
2023/07/01,18:24:00,30463.29000000,30467.73000000,30463.28000000,30466.60000000,15.96034000
2023/07/01,18:25:00,30466.60000000,30466.61000000,30463.62000000,30463.63000000,8.91498000
2023/07/01,18:26:00,30463.63000000,30467.72000000,30463.63000000,30467.72000000,12.75438000
2023/07/01,18:27:00,30467.71000000,30473.45000000,30467.71000000,30473.44000000,10.13716000
2023/07/01,18:28:00,30473.45000000,30474.00000000,30473.44000000,30473.64000000,18.24922000
2023/07/01,18:29:00,30473.65000000,30487.50000000,30473.64000000,30487.28000000,26.82194000
2023/07/01,18:30:00,30487.27000000,30491.88000000,30469.71000000,30478.37000000,46.83736000
2023/07/01,18:31:00,30478.38000000,30482.77000000,30476.01000000,30481.53000000,13.88393000
2023/07/01,18:32:00,30481.52000000,30481.53000000,30476.56000000,30478.97000000,8.50699000
2023/07/01,18:33:00,30478.97000000,30486.00000000,30478.96000000,30486.00000000,5.84878000
2023/07/01,18:34:00,30486.00000000,30486.00000000,30485.99000000,30486.00000000,3.58177000
2023/07/01,18:35:00,30485.99000000,30490.79000000,30485.99000000,30488.01000000,28.58707000
2023/07/01,18:36:00,30488.01000000,30488.21000000,30486.58000000,30488.20000000,11.17845000
2023/07/01,18:37:00,30488.21000000,30488.64000000,30484.90000000,30484.91000000,8.66034000
2023/07/01,18:38:00,30484.91000000,30489.92000000,30484.73000000,30489.92000000,15.09493000
2023/07/01,18:39:00,30489.92000000,30489.92000000,30489.84000000,30489.89000000,10.07419000
2023/07/01,18:40:00,30489.89000000,30489.90000000,30488.13000000,30488.14000000,7.94302000
2023/07/01,18:41:00,30488.13000000,30488.14000000,30467.72000000,30467.73000000,33.24524000
2023/07/01,18:42:00,30467.73000000,30481.53000000,30454.57000000,30481.53000000,29.44162000
2023/07/01,18:43:00,30481.52000000,30481.53000000,30481.52000000,30481.53000000,4.59000000
2023/07/01,18:44:00,30481.53000000,30487.99000000,30481.52000000,30486.12000000,14.96266000
2023/07/01,18:45:00,30486.12000000,30486.12000000,30484.02000000,30484.02000000,16.08209000
2023/07/01,18:46:00,30484.03000000,30484.03000000,30473.28000000,30473.29000000,20.05104000
2023/07/01,18:47:00,30473.29000000,30473.29000000,30456.03000000,30456.11000000,17.19591000
2023/07/01,18:48:00,30456.11000000,30460.00000000,30448.13000000,30448.13000000,12.99628000
2023/07/01,18:49:00,30448.14000000,30452.00000000,30442.00000000,30442.75000000,22.64346000
2023/07/01,18:50:00,30442.76000000,30452.53000000,30442.75000000,30446.12000000,14.05617000
2023/07/01,18:51:00,30446.12000000,30451.82000000,30446.10000000,30451.81000000,7.07029000
2023/07/01,18:52:00,30451.82000000,30451.82000000,30448.46000000,30451.80000000,7.85775000
2023/07/01,18:53:00,30451.80000000,30469.70000000,30451.80000000,30469.69000000,6.60614000
2023/07/01,18:54:00,30469.69000000,30470.00000000,30468.47000000,30469.36000000,5.15887000
2023/07/01,18:55:00,30469.36000000,30469.36000000,30464.65000000,30464.66000000,13.33377000
2023/07/01,18:56:00,30464.65000000,30464.66000000,30462.01000000,30462.02000000,9.85348000
2023/07/01,18:57:00,30462.02000000,30463.62000000,30461.98000000,30463.62000000,5.98106000
2023/07/01,18:58:00,30463.61000000,30470.00000000,30463.61000000,30469.99000000,16.91470000
2023/07/01,18:59:00,30470.00000000,30470.00000000,30469.97000000,30469.98000000,6.10506000
2023/07/01,19:00:00,30469.98000000,30475.00000000,30469.97000000,30475.00000000,13.32988000
2023/07/01,19:01:00,30475.00000000,30479.10000000,30474.99000000,30478.84000000,14.67301000
2023/07/01,19:02:00,30478.85000000,30484.55000000,30475.00000000,30484.55000000,29.87051000
2023/07/01,19:03:00,30484.55000000,30484.55000000,30484.54000000,30484.55000000,2.86556000
2023/07/01,19:04:00,30484.55000000,30484.55000000,30484.54000000,30484.54000000,5.18940000
2023/07/01,19:05:00,30484.54000000,30484.55000000,30477.12000000,30477.13000000,18.34947000
2023/07/01,19:06:00,30477.12000000,30477.13000000,30477.12000000,30477.13000000,13.43743000
2023/07/01,19:07:00,30477.13000000,30477.13000000,30477.12000000,30477.13000000,6.95001000
2023/07/01,19:08:00,30477.12000000,30477.13000000,30477.12000000,30477.12000000,4.26384000
2023/07/01,19:09:00,30477.13000000,30480.00000000,30477.12000000,30479.99000000,11.14791000
2023/07/01,19:10:00,30479.99000000,30486.28000000,30479.99000000,30486.28000000,9.94693000
2023/07/01,19:11:00,30486.28000000,30486.28000000,30486.27000000,30486.28000000,4.62662000
2023/07/01,19:12:00,30486.27000000,30494.94000000,30486.27000000,30491.52000000,14.72134000
2023/07/01,19:13:00,30491.52000000,30496.20000000,30491.52000000,30496.19000000,10.05356000
2023/07/01,19:14:00,30496.19000000,30499.19000000,30496.00000000,30496.01000000,7.37948000
2023/07/01,19:15:00,30496.01000000,30500.00000000,30496.00000000,30500.00000000,26.74869000
2023/07/01,19:16:00,30500.00000000,30500.00000000,30499.99000000,30499.99000000,4.82709000
2023/07/01,19:17:00,30499.99000000,30500.00000000,30496.00000000,30496.01000000,12.72286000
2023/07/01,19:18:00,30496.01000000,30498.32000000,30496.00000000,30498.32000000,5.64623000
2023/07/01,19:19:00,30498.31000000,30498.32000000,30495.68000000,30495.69000000,8.61565000
2023/07/01,19:20:00,30495.68000000,30495.69000000,30494.00000000,30494.00000000,7.89795000
2023/07/01,19:21:00,30494.00000000,30495.69000000,30494.00000000,30495.68000000,10.55299000
2023/07/01,19:22:00,30495.69000000,30495.69000000,30495.68000000,30495.69000000,6.00797000
2023/07/01,19:23:00,30495.69000000,30495.69000000,30495.68000000,30495.69000000,4.27274000
2023/07/01,19:24:00,30495.68000000,30495.69000000,30495.68000000,30495.68000000,3.33553000
2023/07/01,19:25:00,30495.68000000,30495.69000000,30489.59000000,30491.99000000,9.76979000
2023/07/01,19:26:00,30491.99000000,30492.00000000,30491.99000000,30492.00000000,3.23802000
2023/07/01,19:27:00,30491.99000000,30492.00000000,30491.99000000,30492.00000000,3.49522000
2023/07/01,19:28:00,30491.99000000,30492.00000000,30482.00000000,30482.01000000,7.92680000
2023/07/01,19:29:00,30482.01000000,30483.19000000,30482.00000000,30483.18000000,7.08998000
2023/07/01,19:30:00,30483.18000000,30489.94000000,30483.18000000,30489.93000000,9.23889000
2023/07/01,19:31:00,30489.94000000,30493.99000000,30489.93000000,30493.99000000,7.66361000
2023/07/01,19:32:00,30493.98000000,30493.99000000,30490.02000000,30490.03000000,6.86834000
2023/07/01,19:33:00,30490.03000000,30491.77000000,30490.02000000,30491.77000000,5.44586000
2023/07/01,19:34:00,30491.76000000,30491.77000000,30491.76000000,30491.76000000,3.34975000
2023/07/01,19:35:00,30491.77000000,30491.77000000,30491.76000000,30491.77000000,5.82588000
2023/07/01,19:36:00,30491.77000000,30491.77000000,30490.02000000,30490.03000000,7.61845000
2023/07/01,19:37:00,30490.03000000,30490.03000000,30484.00000000,30484.54000000,11.12978000
2023/07/01,19:38:00,30484.55000000,30487.71000000,30484.54000000,30487.70000000,3.37126000
2023/07/01,19:39:00,30487.70000000,30488.99000000,30487.70000000,30488.98000000,8.39832000
2023/07/01,19:40:00,30488.99000000,30488.99000000,30484.40000000,30484.41000000,7.42325000
2023/07/01,19:41:00,30484.41000000,30487.99000000,30484.40000000,30487.98000000,3.22655000
2023/07/01,19:42:00,30487.99000000,30510.00000000,30487.98000000,30508.87000000,39.19641000
2023/07/01,19:43:00,30508.87000000,30515.00000000,30495.18000000,30514.99000000,40.28196000
2023/07/01,19:44:00,30515.00000000,30546.50000000,30514.99000000,30545.25000000,69.29649000
2023/07/01,19:45:00,30545.25000000,30545.25000000,30534.49000000,30534.49000000,13.84443000
2023/07/01,19:46:00,30534.49000000,30535.88000000,30532.58000000,30535.88000000,14.78482000
2023/07/01,19:47:00,30535.88000000,30555.99000000,30535.87000000,30553.73000000,35.17057000
2023/07/01,19:48:00,30553.73000000,30600.00000000,30553.73000000,30600.00000000,98.03265000
2023/07/01,19:49:00,30599.99000000,30600.00000000,30587.40000000,30587.41000000,25.31684000
2023/07/01,19:50:00,30587.41000000,30587.41000000,30562.00000000,30570.15000000,28.02181000
2023/07/01,19:51:00,30570.16000000,30570.16000000,30543.64000000,30549.34000000,59.89989000
2023/07/01,19:52:00,30549.35000000,30560.00000000,30548.69000000,30550.01000000,19.16660000
2023/07/01,19:53:00,30550.00000000,30550.01000000,30536.36000000,30536.36000000,8.50027000
2023/07/01,19:54:00,30536.37000000,30541.72000000,30536.36000000,30541.33000000,23.73085000
2023/07/01,19:55:00,30541.34000000,30541.34000000,30521.06000000,30523.98000000,16.44816000
2023/07/01,19:56:00,30523.98000000,30523.99000000,30523.98000000,30523.99000000,5.30296000
2023/07/01,19:57:00,30523.99000000,30523.99000000,30514.72000000,30514.72000000,23.75187000
2023/07/01,19:58:00,30514.73000000,30525.17000000,30514.72000000,30525.16000000,7.43331000
2023/07/01,19:59:00,30525.17000000,30525.17000000,30523.01000000,30523.02000000,5.86267000
2023/07/01,20:00:00,30523.02000000,30523.97000000,30512.46000000,30516.71000000,32.34653000
2023/07/01,20:01:00,30516.72000000,30516.72000000,30508.01000000,30508.02000000,22.58685000
2023/07/01,20:02:00,30508.02000000,30508.02000000,30508.01000000,30508.02000000,3.99539000
2023/07/01,20:03:00,30508.01000000,30511.30000000,30503.94000000,30503.95000000,25.56238000
2023/07/01,20:04:00,30503.94000000,30510.00000000,30503.94000000,30510.00000000,8.51274000
2023/07/01,20:05:00,30510.00000000,30511.18000000,30509.99000000,30511.18000000,3.41287000
2023/07/01,20:06:00,30511.17000000,30549.13000000,30511.17000000,30539.78000000,35.19433000
2023/07/01,20:07:00,30539.78000000,30556.10000000,30539.77000000,30540.01000000,48.31006000
2023/07/01,20:08:00,30540.00000000,30556.00000000,30540.00000000,30556.00000000,22.05305000
2023/07/01,20:09:00,30555.99000000,30556.00000000,30552.01000000,30552.69000000,16.55733000
2023/07/01,20:10:00,30552.68000000,30552.69000000,30552.67000000,30552.67000000,16.08153000
2023/07/01,20:11:00,30552.67000000,30580.28000000,30552.67000000,30566.12000000,72.05392000
2023/07/01,20:12:00,30566.13000000,30571.83000000,30566.12000000,30571.70000000,10.46277000
2023/07/01,20:13:00,30571.71000000,30571.71000000,30566.00000000,30566.29000000,23.66790000
2023/07/01,20:14:00,30566.28000000,30566.29000000,30566.28000000,30566.29000000,5.80852000
2023/07/01,20:15:00,30566.29000000,30573.70000000,30566.28000000,30573.69000000,13.48926000
2023/07/01,20:16:00,30573.69000000,30596.55000000,30573.68000000,30596.55000000,37.84755000
2023/07/01,20:17:00,30596.55000000,30621.51000000,30593.52000000,30618.00000000,43.29493000
2023/07/01,20:18:00,30618.01000000,30635.51000000,30612.00000000,30612.00000000,42.43391000
2023/07/01,20:19:00,30612.01000000,30612.01000000,30586.00000000,30601.99000000,23.77625000
2023/07/01,20:20:00,30601.99000000,30602.00000000,30596.00000000,30601.69000000,14.35477000
2023/07/01,20:21:00,30601.70000000,30619.99000000,30601.69000000,30619.98000000,12.52623000
2023/07/01,20:22:00,30619.99000000,30619.99000000,30600.00000000,30600.00000000,8.66746000
2023/07/01,20:23:00,30600.00000000,30619.27000000,30596.00000000,30619.26000000,16.25291000
2023/07/01,20:24:00,30619.26000000,30625.16000000,30619.26000000,30624.76000000,10.92326000
2023/07/01,20:25:00,30624.76000000,30624.77000000,30588.66000000,30598.17000000,34.15097000
2023/07/01,20:26:00,30598.16000000,30598.17000000,30590.01000000,30591.86000000,7.90844000
2023/07/01,20:27:00,30591.85000000,30591.86000000,30568.65000000,30568.66000000,6.65315000
2023/07/01,20:28:00,30568.65000000,30575.96000000,30568.65000000,30574.01000000,10.52974000
2023/07/01,20:29:00,30574.01000000,30580.00000000,30574.00000000,30580.00000000,5.48016000
2023/07/01,20:30:00,30579.99000000,30586.00000000,30575.95000000,30575.96000000,15.04703000
2023/07/01,20:31:00,30575.96000000,30575.96000000,30562.00000000,30567.35000000,13.81866000
2023/07/01,20:32:00,30567.35000000,30567.36000000,30561.01000000,30561.01000000,10.85523000
2023/07/01,20:33:00,30561.02000000,30571.10000000,30561.01000000,30571.09000000,13.22496000
2023/07/01,20:34:00,30571.10000000,30571.10000000,30558.01000000,30558.01000000,12.54689000
2023/07/01,20:35:00,30558.02000000,30565.53000000,30558.01000000,30565.53000000,5.86736000
2023/07/01,20:36:00,30565.52000000,30584.70000000,30565.52000000,30584.70000000,13.92352000
2023/07/01,20:37:00,30584.70000000,30600.00000000,30584.69000000,30599.48000000,19.79756000
2023/07/01,20:38:00,30599.49000000,30603.04000000,30599.48000000,30603.04000000,13.86535000
2023/07/01,20:39:00,30603.03000000,30603.04000000,30599.43000000,30599.44000000,14.81037000
2023/07/01,20:40:00,30599.43000000,30614.49000000,30599.43000000,30608.00000000,16.79272000
2023/07/01,20:41:00,30608.00000000,30614.49000000,30608.00000000,30608.48000000,8.18015000
2023/07/01,20:42:00,30608.48000000,30608.48000000,30575.90000000,30587.99000000,20.04119000
2023/07/01,20:43:00,30588.00000000,30600.00000000,30587.99000000,30590.71000000,10.09521000
2023/07/01,20:44:00,30590.70000000,30599.71000000,30590.01000000,30599.71000000,11.56739000
2023/07/01,20:45:00,30599.70000000,30610.88000000,30599.70000000,30606.01000000,13.61125000
2023/07/01,20:46:00,30606.01000000,30607.30000000,30604.01000000,30604.79000000,5.53348000
2023/07/01,20:47:00,30604.79000000,30610.00000000,30604.00000000,30606.23000000,6.98294000
2023/07/01,20:48:00,30606.23000000,30606.23000000,30590.00000000,30590.01000000,12.80193000
2023/07/01,20:49:00,30590.01000000,30590.01000000,30580.13000000,30580.13000000,11.92383000
2023/07/01,20:50:00,30580.14000000,30599.52000000,30580.13000000,30599.41000000,28.53889000
2023/07/01,20:51:00,30599.40000000,30605.00000000,30599.40000000,30605.00000000,3.93352000
2023/07/01,20:52:00,30605.00000000,30606.95000000,30604.99000000,30606.87000000,7.75151000
2023/07/01,20:53:00,30606.87000000,30607.20000000,30574.61000000,30574.62000000,30.15623000
2023/07/01,20:54:00,30574.61000000,30587.93000000,30574.61000000,30587.92000000,19.77362000
2023/07/01,20:55:00,30587.93000000,30587.93000000,30572.06000000,30574.00000000,11.67881000
2023/07/01,20:56:00,30574.00000000,30576.00000000,30557.68000000,30572.69000000,19.46202000
2023/07/01,20:57:00,30572.70000000,30583.99000000,30566.86000000,30566.86000000,23.55285000
2023/07/01,20:58:00,30566.87000000,30566.87000000,30562.01000000,30566.86000000,18.79780000
2023/07/01,20:59:00,30566.85000000,30567.65000000,30562.82000000,30564.01000000,22.92848000
2023/07/01,21:00:00,30564.00000000,30583.40000000,30562.59000000,30583.39000000,15.80165000
2023/07/01,21:01:00,30583.39000000,30598.43000000,30583.39000000,30592.01000000,10.85741000
2023/07/01,21:02:00,30592.01000000,30599.99000000,30592.00000000,30596.01000000,17.75161000
2023/07/01,21:03:00,30596.00000000,30596.37000000,30588.00000000,30588.00000000,15.83593000
2023/07/01,21:04:00,30588.00000000,30601.41000000,30588.00000000,30601.40000000,23.05614000
2023/07/01,21:05:00,30601.41000000,30602.00000000,30599.99000000,30602.00000000,23.72458000
2023/07/01,21:06:00,30602.00000000,30607.38000000,30601.99000000,30607.00000000,12.56404000
2023/07/01,21:07:00,30607.01000000,30615.97000000,30607.00000000,30615.97000000,8.69136000
2023/07/01,21:08:00,30615.97000000,30618.40000000,30603.19000000,30603.20000000,13.18580000
2023/07/01,21:09:00,30603.20000000,30616.00000000,30602.29000000,30613.31000000,11.87699000
2023/07/01,21:10:00,30613.32000000,30622.25000000,30613.31000000,30622.25000000,6.87321000
2023/07/01,21:11:00,30622.25000000,30626.61000000,30618.00000000,30625.45000000,22.42095000
2023/07/01,21:12:00,30625.46000000,30639.01000000,30625.45000000,30629.84000000,48.66719000
2023/07/01,21:13:00,30629.84000000,30629.85000000,30592.21000000,30592.21000000,23.33710000
2023/07/01,21:14:00,30592.22000000,30592.22000000,30568.94000000,30568.95000000,30.68849000
2023/07/01,21:15:00,30568.94000000,30583.70000000,30568.65000000,30579.63000000,27.49579000
2023/07/01,21:16:00,30579.63000000,30587.13000000,30579.62000000,30587.12000000,15.07258000
2023/07/01,21:17:00,30587.13000000,30587.14000000,30569.42000000,30569.42000000,35.65006000
2023/07/01,21:18:00,30569.43000000,30579.00000000,30569.42000000,30579.00000000,24.92060000
2023/07/01,21:19:00,30579.00000000,30581.97000000,30578.99000000,30581.96000000,9.73970000
2023/07/01,21:20:00,30581.96000000,30589.51000000,30581.96000000,30589.51000000,16.05379000
2023/07/01,21:21:00,30589.51000000,30599.84000000,30589.50000000,30599.84000000,14.42094000
2023/07/01,21:22:00,30599.84000000,30599.86000000,30594.86000000,30594.86000000,7.88014000
2023/07/01,21:23:00,30594.87000000,30594.87000000,30586.60000000,30586.61000000,11.41067000
2023/07/01,21:24:00,30586.60000000,30586.61000000,30577.06000000,30582.30000000,12.65117000
2023/07/01,21:25:00,30582.30000000,30582.30000000,30562.13000000,30564.84000000,26.00278000
2023/07/01,21:26:00,30564.84000000,30568.14000000,30564.83000000,30566.00000000,7.53250000
2023/07/01,21:27:00,30566.01000000,30566.01000000,30550.49000000,30559.99000000,49.45228000
2023/07/01,21:28:00,30560.00000000,30560.00000000,30550.00000000,30550.01000000,9.36273000
2023/07/01,21:29:00,30550.00000000,30550.19000000,30543.29000000,30543.29000000,12.34154000
2023/07/01,21:30:00,30543.30000000,30548.60000000,30539.59000000,30542.01000000,34.70498000
2023/07/01,21:31:00,30542.00000000,30562.00000000,30540.59000000,30561.99000000,35.57078000
2023/07/01,21:32:00,30562.00000000,30562.00000000,30556.29000000,30556.29000000,5.99629000
2023/07/01,21:33:00,30556.30000000,30556.57000000,30556.29000000,30556.57000000,7.63370000
2023/07/01,21:34:00,30556.57000000,30558.00000000,30556.56000000,30557.99000000,5.09897000
2023/07/01,21:35:00,30558.00000000,30564.00000000,30557.99000000,30558.93000000,19.18559000
2023/07/01,21:36:00,30558.93000000,30561.99000000,30558.93000000,30561.99000000,5.87049000
2023/07/01,21:37:00,30561.98000000,30561.99000000,30554.15000000,30557.20000000,40.52319000
2023/07/01,21:38:00,30557.21000000,30557.21000000,30557.20000000,30557.20000000,6.35790000
2023/07/01,21:39:00,30557.21000000,30557.21000000,30557.20000000,30557.21000000,6.46175000
2023/07/01,21:40:00,30557.20000000,30563.31000000,30557.20000000,30563.30000000,18.66609000
2023/07/01,21:41:00,30563.31000000,30582.29000000,30563.30000000,30582.29000000,14.90438000
2023/07/01,21:42:00,30582.28000000,30591.44000000,30582.28000000,30591.43000000,13.53232000
2023/07/01,21:43:00,30591.43000000,30591.44000000,30588.08000000,30588.08000000,9.61979000
2023/07/01,21:44:00,30588.08000000,30590.44000000,30584.32000000,30584.32000000,19.78611000
2023/07/01,21:45:00,30584.33000000,30584.33000000,30577.21000000,30577.21000000,10.26210000
2023/07/01,21:46:00,30577.21000000,30577.22000000,30562.21000000,30562.22000000,17.92956000
2023/07/01,21:47:00,30562.21000000,30564.00000000,30562.21000000,30563.99000000,5.18286000
2023/07/01,21:48:00,30564.00000000,30564.00000000,30563.89000000,30563.90000000,6.30061000
2023/07/01,21:49:00,30563.90000000,30563.90000000,30548.83000000,30554.00000000,18.96438000
2023/07/01,21:50:00,30554.00000000,30559.40000000,30548.84000000,30559.40000000,12.24567000
2023/07/01,21:51:00,30559.39000000,30559.40000000,30556.00000000,30556.00000000,12.43153000
2023/07/01,21:52:00,30556.00000000,30563.11000000,30556.00000000,30563.10000000,10.34677000
2023/07/01,21:53:00,30563.11000000,30573.22000000,30563.10000000,30570.12000000,8.24816000
2023/07/01,21:54:00,30570.12000000,30572.00000000,30570.11000000,30571.05000000,5.67491000
2023/07/01,21:55:00,30571.06000000,30571.06000000,30568.00000000,30568.00000000,9.37450000
2023/07/01,21:56:00,30568.01000000,30568.01000000,30552.77000000,30556.00000000,9.40857000
2023/07/01,21:57:00,30556.00000000,30566.00000000,30555.99000000,30565.24000000,10.99626000
2023/07/01,21:58:00,30565.24000000,30565.95000000,30565.24000000,30565.95000000,11.82532000
2023/07/01,21:59:00,30565.95000000,30565.95000000,30565.25000000,30565.26000000,14.52870000
2023/07/01,22:00:00,30565.26000000,30565.26000000,30558.21000000,30558.22000000,12.51545000
2023/07/01,22:01:00,30558.21000000,30569.09000000,30558.21000000,30562.37000000,22.42390000
2023/07/01,22:02:00,30562.37000000,30562.37000000,30552.30000000,30552.31000000,11.56049000
2023/07/01,22:03:00,30552.31000000,30552.31000000,30536.84000000,30536.85000000,12.80719000
2023/07/01,22:04:00,30536.84000000,30537.99000000,30535.12000000,30535.14000000,18.21850000
2023/07/01,22:05:00,30535.14000000,30576.18000000,30535.13000000,30572.01000000,35.15896000
2023/07/01,22:06:00,30572.01000000,30572.47000000,30562.80000000,30562.80000000,6.98293000
2023/07/01,22:07:00,30562.80000000,30562.81000000,30531.22000000,30531.99000000,16.21474000
2023/07/01,22:08:00,30532.00000000,30538.10000000,30531.22000000,30538.09000000,20.30192000
2023/07/01,22:09:00,30538.10000000,30542.00000000,30536.00000000,30541.99000000,9.37425000
2023/07/01,22:10:00,30541.99000000,30560.13000000,30541.98000000,30558.02000000,11.59409000
2023/07/01,22:11:00,30558.02000000,30558.02000000,30558.01000000,30558.01000000,5.67272000
2023/07/01,22:12:00,30558.01000000,30561.51000000,30558.01000000,30561.51000000,6.32864000
2023/07/01,22:13:00,30561.50000000,30561.51000000,30557.48000000,30557.48000000,4.61990000
2023/07/01,22:14:00,30557.49000000,30557.58000000,30557.48000000,30557.57000000,19.63404000
2023/07/01,22:15:00,30557.58000000,30571.24000000,30557.57000000,30566.17000000,12.29137000
2023/07/01,22:16:00,30566.17000000,30566.17000000,30566.16000000,30566.16000000,4.59932000
2023/07/01,22:17:00,30566.17000000,30566.17000000,30566.16000000,30566.16000000,4.09234000
2023/07/01,22:18:00,30566.17000000,30566.17000000,30552.00000000,30552.01000000,10.89920000
2023/07/01,22:19:00,30552.00000000,30553.23000000,30552.00000000,30553.22000000,5.24103000
2023/07/01,22:20:00,30553.22000000,30567.61000000,30553.22000000,30567.61000000,29.82099000
2023/07/01,22:21:00,30567.60000000,30567.61000000,30565.00000000,30566.01000000,4.59618000
2023/07/01,22:22:00,30566.00000000,30576.54000000,30564.08000000,30576.53000000,12.88646000
2023/07/01,22:23:00,30576.54000000,30584.30000000,30576.53000000,30576.76000000,9.55466000
2023/07/01,22:24:00,30576.76000000,30576.77000000,30576.76000000,30576.77000000,3.61836000
2023/07/01,22:25:00,30576.77000000,30576.77000000,30564.16000000,30564.17000000,15.48133000
2023/07/01,22:26:00,30564.17000000,30564.17000000,30561.89000000,30561.89000000,11.10006000
2023/07/01,22:27:00,30561.89000000,30561.90000000,30561.00000000,30561.01000000,8.10568000
2023/07/01,22:28:00,30561.01000000,30566.89000000,30561.00000000,30566.88000000,14.39971000
2023/07/01,22:29:00,30566.89000000,30567.14000000,30566.88000000,30567.13000000,7.13454000
2023/07/01,22:30:00,30567.13000000,30579.38000000,30567.13000000,30579.37000000,18.14445000
2023/07/01,22:31:00,30579.38000000,30579.38000000,30579.37000000,30579.38000000,7.48648000
2023/07/01,22:32:00,30579.38000000,30579.38000000,30576.81000000,30576.82000000,7.71458000
2023/07/01,22:33:00,30576.82000000,30576.82000000,30562.44000000,30562.45000000,10.18054000
2023/07/01,22:34:00,30562.44000000,30562.45000000,30558.43000000,30559.83000000,15.58125000
2023/07/01,22:35:00,30559.82000000,30572.00000000,30559.82000000,30570.01000000,8.58059000
2023/07/01,22:36:00,30570.00000000,30570.01000000,30570.00000000,30570.00000000,6.11325000
2023/07/01,22:37:00,30570.01000000,30570.01000000,30550.67000000,30562.02000000,19.95148000
2023/07/01,22:38:00,30562.03000000,30562.03000000,30560.00000000,30560.01000000,6.36594000
2023/07/01,22:39:00,30560.01000000,30560.02000000,30560.00000000,30560.01000000,6.91563000
2023/07/01,22:40:00,30560.02000000,30567.59000000,30559.96000000,30559.96000000,11.51372000
2023/07/01,22:41:00,30559.96000000,30564.06000000,30559.96000000,30564.05000000,16.61315000
2023/07/01,22:42:00,30564.05000000,30567.59000000,30564.05000000,30567.28000000,9.41475000
2023/07/01,22:43:00,30567.29000000,30567.29000000,30564.18000000,30564.18000000,4.47010000
2023/07/01,22:44:00,30564.18000000,30566.00000000,30564.18000000,30565.99000000,5.54506000
2023/07/01,22:45:00,30566.00000000,30597.68000000,30564.68000000,30597.67000000,35.14969000
2023/07/01,22:46:00,30597.67000000,30597.68000000,30597.67000000,30597.68000000,11.00598000
